6.984126984126984,41.0,4.526
6.238137082601054,21.0,3.585
8.288135593220339,52.0,3.521
5.8173515981735155,52.0,3.413
6.281853281853282,52.0,3.422
4.761658031088083,52.0,2.697
4.9319066147859925,52.0,2.992
4.797527047913447,52.0,2.414
4.294117647058823,42.0,2.267
4.970588235294118,52.0,2.611
5.477611940298507,52.0,2.815
4.772479564032698,52.0,2.418
5.322649572649572,52.0,2.135
4.0,52.0,1.913
4.262903225806451,52.0,1.592
4.242424242424242,50.0,1.4
5.9395770392749245,52.0,1.525
4.052805280528053,52.0,1.555
5.343675417661098,50.0,1.587
5.465454545454546,52.0,1.629
4.524096385542169,40.0,1.475
4.478142076502732,42.0,1.598
5.096234309623431,52.0,1.139
5.193846153846154,52.0,0.997
5.270142180094787,52.0,1.326
4.495798319327731,41.0,1.075
4.7280334728033475,49.0,0.938
4.7808564231738035,52.0,1.055
4.40169133192389,50.0,1.089
4.703225806451613,52.0,1.32
5.068783068783069,49.0,1.223
4.882086167800454,52.0,1.152
5.737313432835821,48.0,1.104
5.0303951367781155,49.0,1.049
4.972014925373134,51.0,1.097
4.6022727272727275,49.0,0.972
4.807486631016043,48.0,1.045
3.7493796526054592,52.0,1.039
4.757281553398058,52.0,1.914
3.4942528735632186,52.0,1.76
4.215189873417722,52.0,1.554
3.7590361445783134,51.0,1.5
3.7724867724867726,49.0,1.188
4.797979797979798,52.0,1.888
4.941780821917808,52.0,1.844
4.335078534031414,52.0,1.823
3.700657894736842,50.0,1.425
3.9802371541501977,43.0,1.375
3.9,40.0,1.875
2.6875,40.0,1.125
2.045662100456621,21.0,1.719
4.58968058968059,43.0,0.938
4.473611111111111,41.0,0.975
4.075,52.0,1.042
5.021459227467811,52.0,0.875
4.295454545454546,52.0,0.831
4.77992277992278,52.0,0.875
6.102459016393443,52.0,0.853
4.5625,52.0,0.803
2.7719298245614037,2.0,0.6
5.994652406417113,52.0,0.757
5.869565217391305,49.0,0.75
6.229508196721311,50.0,0.861
7.69811320754717,52.0,0.761
6.225563909774436,48.0,0.735
5.401069518716578,52.0,0.784
4.382530120481928,48.0,0.844
6.98639455782313,52.0,0.813
6.975609756097561,52.0,0.85
4.584288052373159,46.0,1.292
6.047244094488189,26.0,0.825
3.375451263537906,46.0,0.952
5.552631578947368,49.0,0.75
1.7142857142857142,46.0,0.675
6.2781954887218046,20.0,1.375
2.8177676537585423,17.0,1.775
5.724950884086444,36.0,1.021
5.830917874396135,19.0,1.083
5.369230769230769,23.0,1.125
4.412903225806452,38.0,1.313
3.1972318339100347,17.0,1.625
3.75,52.0,1.125
3.9080459770114944,52.0,1.125
2.490322580645161,52.0,1.375
5.609467455621302,35.0,1.188
6.721739130434782,52.0,0.982
2.3157894736842106,40.0,1.188
2.6515151515151514,10.0,1.625
2.6923076923076925,10.0,1.375
2.929411764705882,52.0,5.00001
2.74585635359116,16.0,1.625
2.4431818181818183,52.0,1.375
2.823529411764706,52.0,1.625
3.493377483443709,27.0,1.875
3.6723768736616704,39.0,1.792
2.294016358157555,36.0,1.3
3.8949152542372882,31.0,1.838
3.681318681318681,29.0,1.25
2.9456,22.0,1.7
3.7071428571428573,37.0,1.931
3.7248,29.0,2.578
3.8784235136940546,28.0,2.734
3.745614035087719,39.0,2.375
3.5154975530179446,52.0,3.5
3.281721632196758,34.0,3.357
6.184426229508197,52.0,3.134
4.442982456140351,52.0,2.685
4.165876777251185,52.0,2.594
4.848189415041783,52.0,2.757
4.160847880299252,28.0,2.25
5.628458498023716,52.0,2.625
3.7270058708414875,32.0,2.185
3.2530813475760065,26.0,2.55
4.578034682080925,52.0,2.241
3.822274881516588,35.0,2.431
4.3951890034364265,52.0,2.316
3.0234798314268514,28.0,2.185
4.040501446480231,52.0,2.341
6.742627345844504,50.0,3.276
6.546391752577319,47.0,3.476
6.851063829787234,41.0,3.661
7.1063829787234045,37.0,3.35
6.947890818858561,52.0,3.736
6.358558558558559,52.0,3.895
7.11716621253406,52.0,3.911
5.5303347280334725,28.0,3.373
6.127348643006263,50.0,2.952
5.735343383584589,44.0,2.923
7.631498470948012,40.0,4.115
6.446064139941691,30.0,3.115
6.125,34.0,3.259
8.335051546391753,18.0,3.926
6.467268623024831,35.0,3.193
6.6122715404699735,34.0,3.333
6.978947368421053,28.0,3.352
7.530805687203792,26.0,3.512
6.657992565055762,29.0,3.689
6.977186311787072,32.0,3.659
6.982954545454546,37.0,3.667
7.54,39.0,3.628
5.615384615384615,30.0,4.833
6.785714285714286,52.0,3.314
6.957746478873239,45.0,3.235
5.132246376811594,50.0,2.167
4.628336755646817,38.0,2.331
6.200892857142857,52.0,2.964
6.39935064935065,52.0,2.737
4.745652173913044,52.0,2.277
5.183673469387755,52.0,1.996
5.283495145631068,52.0,2.398
5.952941176470588,52.0,2.701
5.65067178502879,52.0,3.021
4.429193899782135,52.0,2.695
6.727699530516432,52.0,3.147
7.7026315789473685,52.0,3.901
8.972868217054264,52.0,4.103
7.599388379204893,52.0,3.524
5.8203125,52.0,2.873
7.994318181818182,52.0,3.487
4.333333333333333,52.0,2.438
5.074285714285714,52.0,2.115
4.276639344262295,52.0,2.184
4.851351351351352,52.0,2.699
4.326639892904953,46.0,2.188
4.059113300492611,42.0,2.25
3.2742382271468142,43.0,2.5
3.5617433414043584,41.0,1.714
3.1927554980595083,29.0,1.938
3.804195804195804,27.0,1.25
3.882608695652174,45.0,0.975
3.2091836734693877,50.0,1.25
3.6887052341597797,52.0,1.388
3.0902394106813995,36.0,1.167
3.639751552795031,43.0,1.518
4.368421052631579,52.0,1.27
4.585014409221902,52.0,1.286
4.7343283582089555,52.0,1.406
3.693140794223827,47.0,1.827
4.638132295719845,52.0,1.469
4.496259351620948,52.0,1.228
4.192023633677991,49.0,1.693
4.209677419354839,52.0,1.266
4.0561224489795915,51.0,1.279
4.20722891566265,50.0,1.235
4.4714285714285715,52.0,1.119
4.844029244516653,43.0,1.128
4.327669902912621,52.0,1.079
3.7984790874524714,30.0,1.375
3.776349614395887,39.0,1.055
4.528052805280528,47.0,0.955
4.011904761904762,52.0,1.161
4.554621848739496,43.0,1.122
3.1818181818181817,51.0,0.75
3.747967479674797,39.0,1.125
3.973568281938326,52.0,1.25
3.510355029585799,20.0,1.15
2.8333333333333335,52.0,0.95
4.38996138996139,52.0,0.964
4.202185792349726,52.0,0.72
3.746031746031746,52.0,0.713
4.046948356807512,52.0,0.808
4.0251572327044025,50.0,1.288
3.2420091324200913,43.0,1.125
3.8666666666666667,52.0,1.194
3.1158455392809588,44.0,1.181
4.944606413994169,48.0,1.225
5.365296803652968,49.0,1.063
4.479923518164436,37.0,1.325
4.357142857142857,30.0,1.227
5.054347826086956,40.0,1.133
5.466911764705882,44.0,1.095
4.998540145985402,52.0,1.647
3.9076923076923076,52.0,1.25
4.489563567362429,46.0,1.247
4.306603773584905,49.0,1.367
4.626707132018209,38.0,1.417
4.823529411764706,29.0,1.5
5.284246575342466,47.0,1.388
4.5813953488372094,34.0,1.392
4.520725388601036,35.0,1.438
4.316810344827586,39.0,1.565
4.524663677130045,39.0,1.51
6.6923076923076925,43.0,2.73
5.772388059701493,52.0,2.171
4.984419263456091,52.0,1.871
